rank,title,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
277,teenage mutant ninja turtles,NES,1989.0,Action,palcom,3.38,0.44,0.31,0.04,4.17
278,excitebike,NES,1984.0,Racing,nintendo,2.04,0.48,1.57,0.07,4.16
279,frogger,PS,1997.0,Action,hasbro interactive,3.79,0.27,0.0,0.11,4.16
280,madden nfl 2003,PS2,2002.0,Sports,electronic arts,3.36,0.21,0.01,0.56,4.14
281,watch dogs,PS4,2014.0,Action,ubisoft,1.4,1.86,0.11,0.77,4.14
282,half-life,PC,1997.0,Shooter,vivendi games,4.03,0.0,0.09,0.0,4.12
283,super mario world 2: yoshi's island,SNES,1995.0,Platform,nintendo,1.65,0.61,1.76,0.09,4.12
284,fifa soccer 07,PS2,2006.0,Sports,electronic arts,0.71,2.48,0.03,0.89,4.11
285,the legend of zelda: skyward sword,Wii,2011.0,Action,nintendo,2.14,1.2,0.37,0.4,4.1
286,street fighter ii turbo,SNES,1992.0,Fighting,capcom,1.42,0.51,2.1,0.07,4.1
287,carnival games,Wii,2007.0,Misc,take-two interactive,2.13,1.5,0.05,0.42,4.1
288,fallout 4,XOne,2015.0,Role-Playing,bethesda softworks,2.45,1.26,0.01,0.37,4.09
289,world of warcraft: the burning crusade,PC,2007.0,Role-Playing,activision,2.57,1.52,0.0,0.0,4.09
290,fallout: new vegas,X360,2010.0,Role-Playing,bethesda softworks,2.65,1.06,0.04,0.33,4.08
291,god of war ii,PS2,2007.0,Action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07
292,forza motorsport 2,X360,2007.0,Racing,microsoft game studios,2.35,1.28,0.03,0.41,4.06
293,world soccer winning eleven 9,PS2,2005.0,Sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06
294,namco museum vol.3,PS,1996.0,Misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05
295,tekken tag tournament,PS2,2000.0,Fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05
296,far cry 4,PS4,2014.0,Shooter,ubisoft,1.12,2.12,0.1,0.69,4.03
297,star fox 64,N64,1997.0,Shooter,nintendo,2.78,0.58,0.64,0.04,4.03
298,minecraft,PS4,2014.0,Misc,sony computer entertainment europe,1.38,1.87,0.12,0.65,4.02
299,golf,NES,1984.0,Sports,nintendo,1.22,0.28,2.46,0.04,4.01
300,fallout 3,PS3,2008.0,Role-Playing,bethesda softworks,2.15,1.2,0.07,0.59,4.01
301,professor layton and the diabolical box,DS,2007.0,Puzzle,nintendo,0.92,1.78,0.92,0.37,4.0
302,left 4 dead 2,X360,2009.0,Shooter,electronic arts,2.67,0.89,0.05,0.37,3.99
303,namco museum: 50th anniversary,PS2,2005.0,Misc,namco bandai games,2.08,1.35,0.0,0.54,3.98
304,ea sports active,Wii,2009.0,Sports,electronic arts,2.1,1.36,0.06,0.4,3.92
305,assassin's creed: unity,PS4,2014.0,Action,ubisoft,1.18,1.96,0.08,0.7,3.92
306,donkey kong land,GB,1994.0,Platform,nintendo,1.97,0.76,1.07,0.11,3.91
307,tony hawk's underground,PS2,2003.0,Sports,activision,2.29,1.17,0.01,0.42,3.9
308,assassin's creed iv: black flag,PS3,2013.0,Action,ubisoft,1.33,1.71,0.13,0.73,3.89
309,monster hunter 4 ultimate,3DS,2014.0,Role-Playing,nintendo,0.67,0.49,2.62,0.11,3.89
310,motorstorm,PS3,2006.0,Racing,sony computer entertainment,1.53,1.61,0.06,0.67,3.88
311,the elder scrolls v: skyrim,PC,2011.0,Role-Playing,bethesda softworks,1.15,2.09,0.0,0.64,3.88
312,tekken 5,PS2,2005.0,Fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87
313,dragon warrior iii,NES,1988.0,Role-Playing,enix corporation,0.1,0.0,3.77,0.0,3.87
314,sports champions,PS3,2010.0,Sports,sony computer entertainment,2.12,1.14,0.1,0.51,3.87
315,nba 2k16,PS4,2015.0,Sports,take-two interactive,2.48,0.65,0.03,0.69,3.85
316,world soccer winning eleven 8 international,PS2,2004.0,Sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85
317,flash focus: vision training in minutes a day,DS,2007.0,Misc,nintendo,0.87,1.57,1.05,0.35,3.84
318,namco museum vol.1,PS,1995.0,Misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84
319,the legend of zelda: link's awakening,GB,1992.0,Action,nintendo,2.21,0.96,0.54,0.13,3.83
320,mario & luigi: bowser's inside story,DS,2009.0,Role-Playing,nintendo,2.26,0.48,0.81,0.27,3.83
321,big brain academy: wii degree,Wii,2007.0,Misc,nintendo,1.06,1.93,0.41,0.43,3.82
322,nintendogs + cats,3DS,2011.0,Simulation,nintendo,1.44,1.37,0.73,0.27,3.81
323,batman: arkham knight,PS4,2015.0,Action,warner bros. interactive entertainment,1.49,1.58,0.1,0.61,3.79
324,mario & sonic at the london 2012 olympic games,Wii,2011.0,Sports,sega,1.14,1.91,0.27,0.46,3.78
325,lego indiana jones: the original adventures,X360,2008.0,Action,activision,2.4,1.03,0.0,0.36,3.78
326,resident evil director's cut,PS,1996.0,Action,virgin interactive,1.82,1.24,0.47,0.25,3.77
327,ratchet & clank: size matters,PSP,2007.0,Platform,sony computer entertainment,1.4,1.4,0.1,0.87,3.77
328,just dance 2014,Wii,2013.0,Misc,ubisoft,1.98,1.47,0.0,0.32,3.76
329,the sims: unleashed,PC,2002.0,Simulation,electronic arts,2.03,1.56,0.0,0.17,3.76
330,super paper mario,Wii,2007.0,Platform,nintendo,1.98,0.88,0.59,0.32,3.76
331,harry potter and the sorcerer's stone,PS,2001.0,Action,electronic arts,1.37,2.0,0.14,0.22,3.73
332,the witcher 3: wild hunt,PS4,2015.0,Role-Playing,namco bandai games,0.96,2.0,0.21,0.56,3.73
333,resident evil 3: nemesis,PS,1999.0,Action,eidos interactive,1.3,0.77,1.54,0.11,3.72
334,spyro: year of the dragon,PS,2000.0,Platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71
335,fifa soccer 2005,PS2,2004.0,Sports,electronic arts,0.58,2.48,0.04,0.59,3.7
336,pokémon trading card game,GB,1998.0,Strategy,nintendo,1.49,0.73,1.38,0.1,3.7
337,battlefield 4,PS3,2013.0,Shooter,electronic arts,1.3,1.51,0.27,0.61,3.69
338,mysims,DS,2007.0,Simulation,electronic arts,1.59,1.61,0.08,0.41,3.69
339,friend collection,DS,2009.0,Misc,nintendo,0.0,0.0,3.67,0.0,3.67
340,tony hawk's pro skater 4,PS2,2002.0,Sports,activision,2.13,1.18,0.01,0.35,3.67
341,midnight club 3: dub edition,PSP,2005.0,Racing,take-two interactive,1.65,1.22,0.0,0.79,3.66
342,banjo-kazooie,N64,1998.0,Platform,nintendo,1.87,1.13,0.55,0.1,3.65
343,socom: u.s. navy seals,PS2,2002.0,Shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65
344,guitar hero: world tour,Wii,2008.0,Misc,activision,2.33,0.97,0.0,0.35,3.65
345,gran turismo 6,PS3,2013.0,Racing,sony computer entertainment,0.71,1.8,0.4,0.74,3.64
346,jak and daxter: the precursor legacy,PS2,2001.0,Platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64
347,pokemon snap,N64,1999.0,Simulation,nintendo,2.23,0.68,0.66,0.06,3.63
348,fifa soccer 10,PS3,2009.0,Sports,electronic arts,0.6,2.46,0.05,0.52,3.63
349,pro evolution soccer 2008,PS2,2007.0,Sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63
350,call of duty: ghosts,PS4,2013.0,Shooter,activision,1.78,1.42,0.05,0.38,3.63
351,resident evil 4,PS2,2005.0,Action,capcom,2.08,0.83,0.46,0.25,3.62
352,tom clancy's the division,PS4,2016.0,Shooter,ubisoft,1.28,1.61,0.15,0.57,3.61
353,star wars: battlefront,PS2,2004.0,Shooter,lucasarts,1.93,1.22,0.03,0.44,3.61
354,doom ii: hell on earth,PC,1994.0,Shooter,virgin interactive,2.05,1.4,0.0,0.16,3.61
355,the simpsons: road rage,PS2,2001.0,Racing,electronic arts,2.02,1.17,0.0,0.42,3.61
356,cooking mama 2: dinner with friends,DS,2007.0,Simulation,505 games,1.61,1.5,0.1,0.39,3.61
357,luigi's mansion,GC,2001.0,Action,nintendo,2.38,0.67,0.46,0.1,3.6
358,star wars: battlefront ii,PS2,2005.0,Shooter,lucasarts,2.18,1.02,0.03,0.37,3.59
359,wwf smackdown!,PS,2000.0,Fighting,thq,2.01,1.35,0.06,0.16,3.58
360,croc: legend of the gobbos,PS,1997.0,Platform,fox interactive,1.57,1.79,0.0,0.2,3.56
361,grand theft auto: liberty city stories,PS2,2006.0,Action,take-two interactive,1.56,1.4,0.07,0.5,3.54
362,the getaway,PS2,2002.0,Action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54
363,tomb raider iii: adventures of lara croft,PS,1997.0,Action,eidos interactive,1.66,1.58,0.12,0.18,3.54
364,james bond 007: agent under fire,PS2,2001.0,Shooter,electronic arts,1.9,1.13,0.1,0.41,3.53
365,lego star wars: the video game,PS2,2005.0,Action,eidos interactive,1.98,1.14,0.01,0.41,3.53
366,battlefield 4,X360,2013.0,Shooter,electronic arts,2.14,1.08,0.02,0.29,3.53
367,fifa soccer 11,X360,2010.0,Sports,electronic arts,0.71,2.4,0.02,0.4,3.53
368,rugrats in paris: the movie,PS,2000.0,Action,thq,1.96,1.33,0.0,0.23,3.52
369,spyro 2: ripto's rage!,PS,1999.0,Platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52
370,left 4 dead,X360,2008.0,Shooter,electronic arts,2.66,0.5,0.05,0.3,3.52
371,mario & sonic at the olympic winter games,DS,2009.0,Sports,sega,1.22,1.66,0.27,0.38,3.52
372,resident evil 5,X360,2009.0,Action,capcom,2.11,0.94,0.12,0.34,3.51
373,donkey kong country 3: dixie kong's double trouble!,SNES,1996.0,Platform,nintendo,1.17,0.5,1.75,0.08,3.51
374,assassin's creed: brotherhood,X360,2010.0,Action,ubisoft,2.84,0.39,0.03,0.24,3.5
375,kung fu,NES,1985.0,Action,nintendo,1.64,0.38,1.42,0.06,3.5
376,batman: arkham asylum,X360,2009.0,Action,eidos interactive,2.2,0.97,0.02,0.31,3.5
377,clubhouse games,DS,2006.0,Misc,nintendo,0.59,1.83,0.73,0.35,3.5
378,fifa soccer 2004,PS2,2007.0,Sports,electronic arts,0.59,2.36,0.04,0.51,3.49
379,star wars battlefront (2015),XOne,2015.0,Shooter,electronic arts,1.94,1.22,0.02,0.31,3.49
380,battlefield: bad company 2,X360,2010.0,Shooter,electronic arts,2.09,1.02,0.04,0.32,3.48
381,guitar hero: on tour,DS,2008.0,Misc,activision,2.11,1.01,0.01,0.35,3.48
382,assassin's creed: unity,XOne,2014.0,Action,ubisoft,2.26,0.89,0.0,0.3,3.46
383,far cry 3,PS3,2012.0,Shooter,ubisoft,0.88,1.75,0.1,0.72,3.45
384,monster hunter 4,3DS,2013.0,Role-Playing,capcom,0.0,0.0,3.44,0.0,3.44
385,borderlands,X360,2009.0,Shooter,take-two interactive,2.39,0.73,0.03,0.29,3.44
386,tekken 4,PS2,2002.0,Fighting,namco bandai games,1.55,1.27,0.33,0.29,3.44
387,battlefield 4,PS4,2013.0,Shooter,electronic arts,1.34,1.54,0.17,0.38,3.43
388,littlebigplanet 2,PS3,2011.0,Platform,sony computer entertainment,1.82,1.07,0.06,0.47,3.42
389,grand theft auto 2,PS,1998.0,Action,take-two interactive,1.13,2.07,0.0,0.22,3.42
390,final fantasy iii,SNES,1994.0,Role-Playing,squaresoft,0.86,0.0,2.55,0.02,3.42
391,spider-man 2,PS2,2004.0,Action,activision,1.75,1.2,0.02,0.43,3.41
392,f-1 race,GB,1990.0,Racing,nintendo,1.73,0.69,0.59,0.4,3.41
393,fifa soccer 2003,PS2,2002.0,Sports,electronic arts,0.46,2.28,0.05,0.61,3.4
394,crash bash,PS,2000.0,Misc,sony computer entertainment,1.56,1.47,0.19,0.17,3.39
395,lego batman: the videogame,X360,2008.0,Action,warner bros. interactive entertainment,2.03,1.03,0.0,0.32,3.38
396,metal gear solid v: the phantom pain,PS4,2015.0,Action,konami digital entertainment,1.08,1.35,0.48,0.47,3.38
397,the legend of zelda: spirit tracks,DS,2009.0,Action,nintendo,1.43,0.94,0.74,0.27,3.38
398,wwf war zone,PS,1998.0,Fighting,acclaim entertainment,2.47,0.76,0.0,0.13,3.36
399,the legend of zelda: majora's mask,N64,2000.0,Action,nintendo,1.9,0.67,0.73,0.06,3.36
400,professor layton and the unwound future,DS,2008.0,Puzzle,nintendo,0.65,1.61,0.82,0.28,3.36
401,rugrats: search for reptar,PS,1998.0,Adventure,thq,1.63,1.53,0.0,0.18,3.34
402,assassin's creed iv: black flag,X360,2013.0,Action,ubisoft,1.9,1.14,0.01,0.29,3.34
403,english training: have fun improving your skills!,DS,2006.0,Misc,nintendo,0.0,0.99,2.32,0.02,3.33
404,james bond 007: nightfire,PS2,2002.0,Shooter,electronic arts,1.45,1.29,0.12,0.46,3.33
405,ratchet & clank,PS2,2002.0,Platform,sony computer entertainment,1.44,1.01,0.57,0.3,3.33
406,mario party 9,Wii,2012.0,Misc,nintendo,1.15,1.17,0.76,0.24,3.32
407,star wars episode iii: revenge of the sith,PS2,2005.0,Action,lucasarts,1.47,1.39,0.03,0.43,3.32
408,max payne,PS2,2001.0,Shooter,take-two interactive,1.99,1.05,0.05,0.22,3.31
409,the lord of the rings: the return of the king,PS2,2003.0,Action,electronic arts,1.5,1.28,0.05,0.46,3.28
410,assassin's creed syndicate,PS4,2015.0,Action,ubisoft,0.8,1.92,0.06,0.5,3.28
411,destiny,XOne,2014.0,Shooter,activision,2.13,0.92,0.0,0.23,3.28
412,true crime: streets of la,PS2,2003.0,Action,activision,1.89,1.05,0.02,0.31,3.27
413,wii music,Wii,2008.0,Misc,nintendo,1.36,1.13,0.46,0.32,3.27
414,gran turismo (psp),PSP,2009.0,Racing,sony computer entertainment,0.5,1.59,0.31,0.87,3.27
415,monster hunter x,3DS,2015.0,Action,capcom,0.25,0.19,2.78,0.04,3.26
416,tekken,PS,1995.0,Fighting,sony computer entertainment,0.95,1.3,0.77,0.22,3.24
417,fifa 16,XOne,2015.0,Sports,electronic arts,0.88,2.11,0.0,0.23,3.23
418,l.a. noire,PS3,2011.0,Adventure,take-two interactive,1.27,1.33,0.12,0.51,3.23
419,madden nfl 16,PS4,2015.0,Sports,electronic arts,2.33,0.3,0.0,0.59,3.22
420,yokai watch 2 ganso/honke,3DS,2014.0,Role-Playing,nintendo,0.03,0.0,3.18,0.0,3.22
421,007: tomorrow never dies,PS,1999.0,Shooter,electronic arts,1.72,1.33,0.0,0.16,3.21
422,baseball,NES,1983.0,Sports,nintendo,0.73,0.1,2.35,0.02,3.2
423,killer instinct,SNES,1995.0,Fighting,nintendo,2.26,0.72,0.12,0.1,3.2
424,wwf smackdown! 2: know your role,PS,2000.0,Fighting,thq,1.76,1.21,0.07,0.16,3.2
425,crisis core: final fantasy vii,PSP,2007.0,Role-Playing,square enix,1.35,0.6,0.8,0.44,3.19
426,god of war: chains of olympus,PSP,2008.0,Action,sony computer entertainment,1.48,1.01,0.04,0.66,3.19
427,dragon quest vi: maboroshi no daichi,SNES,1995.0,Role-Playing,enix corporation,0.0,0.0,3.19,0.0,3.19
428,dance central,X360,2010.0,Misc,mtv games,2.15,0.77,0.01,0.26,3.19
429,enter the matrix,PS2,2003.0,Action,atari,1.78,1.12,0.09,0.19,3.18
430,super mario maker,WiiU,2015.0,Platform,nintendo,1.18,0.87,0.93,0.2,3.18
431,fallout: new vegas,PS3,2010.0,Role-Playing,bethesda softworks,1.52,1.08,0.1,0.47,3.17
432,lego batman: the videogame,Wii,2007.0,Action,warner bros. interactive entertainment,1.86,1.02,0.0,0.29,3.17
433,rhythm heaven,DS,2008.0,Misc,nintendo,0.58,0.51,1.93,0.14,3.17
434,ace combat 04: shattered skies,PS2,2001.0,Simulation,sony computer entertainment europe,2.06,0.56,0.38,0.17,3.17
435,club penguin: elite penguin force,DS,2008.0,Adventure,disney interactive studios,1.88,0.98,0.0,0.3,3.16
436,animal crossing,GC,2001.0,Simulation,nintendo,1.92,0.16,0.99,0.09,3.15
437,lego batman: the videogame,DS,2008.0,Action,warner bros. interactive entertainment,1.79,1.06,0.0,0.29,3.15
438,sonic rush,DS,2005.0,Platform,sega,1.22,1.57,0.06,0.29,3.15
439,resident evil 6,PS3,2012.0,Shooter,capcom,0.88,0.97,0.88,0.42,3.15
440,halo: the master chief collection,XOne,2014.0,Shooter,microsoft game studios,1.89,0.99,0.03,0.24,3.15
441,fifa soccer 08,PS2,2007.0,Sports,electronic arts,0.68,0.0,0.0,2.46,3.14
442,spider-man,PS,2000.0,Action,activision,1.7,1.25,0.02,0.16,3.13
443,need for speed iii: hot pursuit,PS,1998.0,Racing,electronic arts,2.14,0.86,0.0,0.13,3.12
444,star wars episode i racer,N64,1999.0,Racing,nintendo,2.31,0.62,0.14,0.04,3.12
445,personal trainer: cooking,DS,2006.0,Misc,nintendo,0.91,1.0,1.03,0.17,3.12
446,the elder scrolls iv: oblivion,PS3,2007.0,Role-Playing,ubisoft,1.69,0.87,0.14,0.42,3.12
447,dragon warrior iv,NES,1990.0,Role-Playing,enix corporation,0.08,0.0,3.03,0.01,3.12
448,heavy rain,PS3,2010.0,Adventure,sony computer entertainment,1.29,1.27,0.06,0.5,3.12
449,mass effect 2,X360,2010.0,Role-Playing,electronic arts,1.99,0.82,0.03,0.27,3.11
450,fifa 15,X360,2014.0,Sports,electronic arts,0.78,2.02,0.0,0.3,3.11
451,dragon ball z: budokai,PS2,2002.0,Fighting,atari,2.17,0.28,0.55,0.08,3.09
452,madden nfl 2002,PS2,2001.0,Sports,electronic arts,2.5,0.16,0.01,0.42,3.08
453,world class track meet,NES,1986.0,Sports,namco bandai games,1.92,0.45,0.64,0.07,3.08
454,borderlands 2,X360,2012.0,Shooter,take-two interactive,1.89,0.91,0.04,0.24,3.07
455,the legend of zelda: a link between worlds,3DS,2013.0,Action,nintendo,1.4,0.99,0.46,0.22,3.07
456,donkey kong,GB,1994.0,Platform,nintendo,1.57,0.62,0.55,0.34,3.07
457,the sims: vacation,PC,2002.0,Simulation,electronic arts,1.72,1.21,0.0,0.14,3.07
458,mass effect 3,X360,2012.0,Role-Playing,electronic arts,1.94,0.86,0.03,0.24,3.07
459,kung fu panda,X360,2008.0,Action,activision,1.91,0.84,0.0,0.29,3.05
460,far cry 3,X360,2012.0,Shooter,ubisoft,1.38,1.35,0.02,0.28,3.04
461,epic mickey,Wii,2010.0,Platform,disney interactive studios,2.06,0.64,0.12,0.22,3.04
462,saints row 2,X360,2008.0,Action,thq,1.94,0.8,0.02,0.27,3.03
463,rayman,PS,1995.0,Platform,ubisoft,1.54,1.33,0.0,0.16,3.03
464,killzone 2,PS3,2009.0,Shooter,sony computer entertainment,1.4,1.07,0.08,0.47,3.02
465,tom clancy's splinter cell,XB,2002.0,Action,ubisoft,1.85,1.04,0.0,0.13,3.02
466,mike tyson's punch-out!!,NES,1987.0,Fighting,nintendo,2.03,0.47,0.45,0.07,3.02
467,wwe smackdown! shut your mouth,PS2,2002.0,Sports,thq,1.45,1.13,0.07,0.38,3.02
468,gears of war: ultimate edition,XOne,2015.0,Shooter,microsoft game studios,2.38,0.32,0.0,0.31,3.0
469,nba 2k13,X360,2012.0,Sports,take-two interactive,2.6,0.21,0.01,0.19,3.0
470,dragon ball z: budokai tenkaichi 3,PS2,2007.0,Fighting,atari,1.15,0.0,0.76,1.09,3.0
471,wwe smackdown vs. raw 2006,PS2,2007.0,Fighting,unknown,1.57,1.02,0.0,0.41,3.0
472,middle-earth: shadow of mordor,PS4,2014.0,Action,warner bros. interactive entertainment,1.01,1.41,0.05,0.53,2.99
473,star fox,SNES,1993.0,Shooter,nintendo,1.61,0.51,0.8,0.07,2.99
474,the sims: livin large,PC,2000.0,Misc,electronic arts,1.67,1.18,0.0,0.13,2.99
475,world soccer winning eleven 6 international,PS2,2002.0,Sports,konami digital entertainment,0.12,1.26,1.16,0.45,2.99
476,devil may cry,PS2,2001.0,Action,capcom,1.36,0.86,0.64,0.13,2.99
477,animal crossing: happy home designer,3DS,2015.0,Simulation,nintendo,0.47,1.0,1.39,0.12,2.98
478,battlefield: bad company 2,PS3,2010.0,Shooter,electronic arts,1.33,1.12,0.08,0.45,2.97
479,the sims 4,PC,2014.0,Simulation,electronic arts,0.96,1.72,0.0,0.29,2.97
480,star wars: the old republic,PC,2011.0,Role-Playing,electronic arts,1.58,1.01,0.0,0.38,2.97
481,sonic heroes,PS2,2003.0,Platform,sega,1.04,1.37,0.06,0.49,2.96
482,kirby super star ultra,DS,2008.0,Platform,nintendo,1.57,0.04,1.19,0.15,2.96
483,hitman 2: silent assassin,PS2,2002.0,Action,eidos interactive,1.36,1.15,0.04,0.41,2.96
484,street fighter iv,X360,2009.0,Fighting,capcom,1.82,0.71,0.15,0.26,2.95
485,wave race 64,N64,1996.0,Racing,nintendo,1.98,0.58,0.34,0.04,2.94
486,socom ii: u.s. navy seals,PS2,2003.0,Shooter,sony computer entertainment,2.22,0.51,0.06,0.15,2.94
487,wwe smackdown! vs. raw 2006,PS2,2005.0,Fighting,thq,1.45,1.11,0.04,0.33,2.94
488,infamous,PS3,2009.0,Action,sony computer entertainment,1.76,0.69,0.12,0.37,2.94
489,pac-man collection,GBA,2001.0,Puzzle,atari,2.07,0.77,0.05,0.05,2.94
490,mass effect,X360,2007.0,Role-Playing,microsoft game studios,1.83,0.8,0.03,0.27,2.93
491,warioware: smooth moves,Wii,2006.0,Puzzle,nintendo,0.87,1.06,0.73,0.26,2.92
492,cooking mama: cook off,Wii,2007.0,Simulation,505 games,1.43,1.13,0.05,0.3,2.91
493,super mario world 2: yoshi's island,GBA,2002.0,Platform,nintendo,1.75,0.45,0.62,0.09,2.91
494,fifa 14,PS4,2013.0,Sports,electronic arts,0.61,1.85,0.11,0.33,2.9
495,titanfall,XOne,2014.0,Shooter,electronic arts,1.84,0.8,0.04,0.22,2.9
496,sonic mega collection plus,PS2,2004.0,Misc,sega,1.54,1.14,0.0,0.22,2.9
497,sega superstars tennis,X360,2008.0,Sports,sega,1.75,0.86,0.0,0.28,2.9
498,world soccer winning eleven 7 international,PS2,2003.0,Sports,konami digital entertainment,0.08,1.24,1.13,0.45,2.9
499,need for speed: most wanted,PS3,2012.0,Racing,electronic arts,0.71,1.51,0.06,0.61,2.89
500,hot shots golf 3,PS2,2001.0,Sports,sony computer entertainment,0.99,0.32,1.38,0.2,2.89
501,call of duty: finest hour,PS2,2004.0,Shooter,activision,1.51,1.12,0.01,0.24,2.89
502,zumba fitness 2,Wii,2011.0,Sports,majesco entertainment,1.54,1.07,0.0,0.28,2.88
503,syphon filter,PS,1999.0,Shooter,sony computer entertainment,2.03,0.72,0.02,0.11,2.88
504,imagine: babyz,DS,2007.0,Simulation,ubisoft,1.3,1.27,0.0,0.31,2.88
505,colin mcrae rally,PS,1998.0,Racing,codemasters,0.09,2.43,0.12,0.22,2.87
506,call of duty: ghosts,XOne,2013.0,Shooter,activision,1.87,0.77,0.0,0.22,2.86
507,madden nfl 13,X360,2012.0,Sports,electronic arts,2.53,0.16,0.0,0.17,2.86
508,the elder scrolls iii: morrowind,XB,2002.0,Role-Playing,ubisoft,2.09,0.63,0.03,0.11,2.86
509,mortal kombat,PS3,2011.0,Fighting,warner bros. interactive entertainment,1.98,0.55,0.0,0.32,2.85
510,f-zero,SNES,1990.0,Racing,nintendo,1.37,0.51,0.89,0.07,2.85
511,yoshi's story,N64,1997.0,Platform,nintendo,1.29,0.53,0.98,0.05,2.85
512,command & conquer: red alert,PC,1996.0,Strategy,virgin interactive,1.37,1.34,0.0,0.14,2.85
513,skylanders: spyro's adventure,Wii,2011.0,Action,activision,1.4,1.14,0.0,0.31,2.85
514,fifa 16,PS3,2015.0,Sports,electronic arts,0.4,1.98,0.05,0.42,2.85
515,assassin's creed: brotherhood,PS3,2010.0,Action,ubisoft,1.87,0.57,0.11,0.3,2.84
516,bioshock,X360,2007.0,Shooter,take-two interactive,1.65,0.86,0.05,0.28,2.83
517,madden nfl 10,X360,2009.0,Sports,electronic arts,2.52,0.09,0.0,0.22,2.83
518,medal of honor,PS3,2010.0,Shooter,electronic arts,1.28,1.05,0.07,0.43,2.83
519,wwe smackdown! vs. raw,PS2,2002.0,Fighting,thq,1.32,1.08,0.04,0.39,2.83
520,metroid prime,GC,2002.0,Shooter,nintendo,1.96,0.67,0.1,0.09,2.82
521,finding nemo,GBA,2003.0,Action,thq,1.59,1.05,0.04,0.14,2.82
522,myst,PC,1994.0,Adventure,red orb,0.02,2.79,0.0,0.0,2.81
523,need for speed: hot pursuit,PS3,2010.0,Racing,electronic arts,1.05,1.25,0.03,0.48,2.81
524,imagine: fashion designer,DS,2007.0,Simulation,ubisoft,1.32,1.19,0.0,0.3,2.81
525,wwe smackdown! here comes the pain,PS2,2003.0,Fighting,thq,1.32,1.06,0.04,0.38,2.8
526,star wars: the force unleashed,X360,2008.0,Action,lucasarts,1.74,0.8,0.0,0.26,2.8
527,yoshi's island ds,DS,2006.0,Platform,nintendo,1.47,0.07,1.1,0.15,2.8
528,hot shots golf,PS,1997.0,Sports,sony computer entertainment,0.29,0.2,2.13,0.18,2.79
529,killzone 3,PS3,2011.0,Shooter,sony computer entertainment,1.45,0.88,0.09,0.38,2.79
